,pharmacy_lookup,sample,covid_vacc_trial,resp_black,flu_season,survey_platform,T,T_cc,T_lay,T_ackn
1958,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1959,6.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1960,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1961,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1962,,season 2 lucid2,,1.0,1.0,Lucid,"CC,lay",,1.0,
1963,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1964,,season 2 lucid2,,1.0,1.0,Lucid,"D,AN",,,1.0
1965,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1966,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1967,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1968,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1969,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1970,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1971,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1972,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1973,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1974,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1975,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1976,5.0,facebook,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1977,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1978,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1979,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1980,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1981,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,CC,1.0,,
1982,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1983,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1984,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1985,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1986,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1987,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1988,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1989,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1990,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1991,6.0,facebook,,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1992,,facebook,,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1993,,season 2 lucid2,,0.0,1.0,Lucid,CC,1.0,,
1994,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1995,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1996,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1997,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1998,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1999,,facebook,,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2000,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2001,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2002,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2003,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2004,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
2005,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2006,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2007,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2008,,season 2 lucid,,1.0,1.0,Lucid,D,0.0,,0.0
2009,6.0,facebook,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2010,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2011,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2012,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2013,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2014,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2015,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2016,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2017,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2018,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2019,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2020,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2021,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2022,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2023,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2024,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2025,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2026,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2027,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2028,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2029,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2030,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2031,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
2032,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2033,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2034,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2035,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2036,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2037,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2038,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2039,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2040,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2041,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2042,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2043,5.0,season 2 cloudresearch,,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2044,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2045,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2046,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2047,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2048,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2049,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2050,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2051,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2052,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2053,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2054,,season 2 lucid2,,1.0,1.0,Lucid,D,0.0,,0.0
2055,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2056,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2057,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2058,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2059,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2060,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2061,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2062,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2063,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2064,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2065,6.0,season 2 cloudresearch,,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2066,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,CC,1.0,,
2067,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2068,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2069,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2070,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2071,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2072,,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2073,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2074,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2075,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2076,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2077,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2078,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2079,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2080,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2081,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2082,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2083,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2084,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2085,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2086,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2087,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2088,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2089,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2090,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,D,0.0,,
2091,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2092,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2093,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2094,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2095,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2096,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2097,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2098,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2099,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2100,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2101,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
2102,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2103,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2104,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
2105,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2106,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2107,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2108,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2109,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2110,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2111,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2112,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2113,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2114,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
2115,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2116,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2117,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2118,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2119,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
2120,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2121,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2122,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
2123,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2124,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2125,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2126,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
2127,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2128,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2129,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2130,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2131,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2132,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2133,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2134,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2135,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2136,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2137,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2138,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
2139,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2140,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2141,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2142,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2143,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2144,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
2145,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2146,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2147,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2148,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2149,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2150,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2151,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2152,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2153,,season 2 lucid,,1.0,1.0,Lucid,D,0.0,,0.0
2154,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2155,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2156,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2157,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2158,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
2159,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2160,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2161,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2162,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2163,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2164,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2165,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2166,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2167,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2168,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2169,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2170,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2171,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
2172,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2173,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
2174,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2175,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2176,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2177,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2178,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2179,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2180,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2181,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2182,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2183,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2184,,season 2 lucid2,,1.0,1.0,Lucid,"CC,lay",,1.0,
2185,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
2186,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2187,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2188,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2189,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2190,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2191,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2192,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2193,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2194,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2195,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2196,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2197,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2198,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
2199,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2200,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2201,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2202,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2203,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2204,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2205,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2206,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
2207,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2208,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2209,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2210,,season 2 qualtrics,,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2211,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2212,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2213,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2214,6.0,facebook,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2215,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2216,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2217,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2218,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2219,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2220,,season 2 lucid2,,0.0,1.0,Lucid,CC,1.0,,
2221,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2222,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
2223,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
2224,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
2225,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2226,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2227,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2228,6.0,season 2 cloudresearch,,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2229,,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2230,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2231,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2232,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2233,,season 2 lucid2,,1.0,1.0,Lucid,"D,AN",,,1.0
2234,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2235,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2236,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2237,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2238,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
2239,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2240,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2241,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2242,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
2243,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
2244,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2245,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2246,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
2247,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2248,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
2249,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2250,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2251,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
2252,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2253,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
2254,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2255,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
2256,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2257,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
2258,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
2259,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
2260,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2261,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
2262,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
2263,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
2264,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2265,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
2266,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
2267,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
2268,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2269,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2270,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
2271,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,D,0.0,,
2272,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
2273,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2274,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2275,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
2276,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
2277,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
